Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance
115633,TWO STATES OIL COMPANY,,,
35522,TXO PRODUCTION CORP,,,
329534,TZ ENERGY LLC,,,
154376,U S ENERCORP LLC,,,
197969,U S FRIGIDICE INC,,,
240473,"U.S. ENERCORP, LTD.",,,
372759,U.S. ENERGY DEVELOPMENT CORPORATION,7,1,Yes
183718,UHC NEW MEXICO CORPORATION,,,
23631,ULTRAMAR OIL & GAS LTD,,,
23643,ULTRAMAR PRODUCTION CO,,,
152963,UMC PETROLEUM CORP,,,
36680,UMEX INC,,,
23666,UNI OIL INC.,,,
23677,UNICHEM INTERNATIONAL,,,
23682,UNICHEM INTERNATIONAL,,,
281652,UNIFIED OPERATING LLC,1,1,No
197972,UNION LAND AND GRAZING COMPANY,,,
197424,UNION OIL CO,,,
115828,UNION OIL CO OF CALIF,,,
115804,UNION OIL CO OF CALIF,,,
23710,UNION OIL CO OF CALIFORNIA,,,
23708,UNION OIL CO OF CALIFORNIA,,,
161813,UNION OIL OF CALIFORNIA,,,
115907,UNION TEXAS EXPL CORP,,,
180540,UNION TEXAS PETROLEUM COMPANY,,,
115952,UNION TEXAS PETROLEUM CORP,,,
115949,UNION TEXAS PETROLEUM CORP,,,
23762,UNION TEXAS PETROLEUM CORP,,,
23779,UNION TEXAS PETROLEUM CORP.,,,
250316,"UNIQUE OILFIELD SERVICE, LLC",,,
257438,"UNIQUE VACUUM SERVICE, LLC",,,
115970,UNIT PETROLEUM CO,1,0,Yes
140820,UNIT PETROLEUM COMPANY,,,
25940,UNITED DRILLING INC,,,
329691,United Energy Trading LLC,,,
23790,UNITED GAS SEARCH INC,,,
144355,UNITED LP GAS CORP,,,
189879,UNITED OPERATING LLC,,,
182560,UNITED RESOURCES LP A TEXAS LMTD PRNTSHP,,,
168209,UNITED UTILITIES CORPORATION,,,
310595,UNITED WELL SERVICES LLC,,,
373671,"Unitex Oil & Gas, L.L.C.",40,1,Yes
191712,UNIVAR USA INC,,,
181899,UNIVERISTY OF ST. THOMAS,,,
211273,UNIVERSAL COMPRESSION INC,,,
23857,UNKNOWN,,,
266046,UNOCAL CORPORATION,,,
208788,UNOCAL CORPORATION,,,
23863,UPG FALCO,,,
207380,UPLAND PRODUCTION CO,,,
305286,UPLAND PRODUCTION COMPANY,22,0,Yes
23891,US OPERATING INC,,,
207399,"US SMELTING,REFINING & MINING CO",,,
187157,UTEX OIL COMPANY,,,
192351,"V & R PRODUCTION, INC",,,
23978,V H WESTBROOK,,,
24010,V-F PETROLEUM INC,82,3,No
24008,V.H. WESTBROOK,,,
249964,VAL VERDE GAS GATHERING COMPANY L.P,,,
235193,"VAL VERDE GAS GATHERING, LP",,,
328631,VALLE GRANDE TRANSPORT LLC,,,
242285,VALLECITO GAS L.L.C.,,,
328956,VALLEY FIELD SERVICE LLC,,,
372305,"VALOR ENERGY, LLC DBA VALOR INDIO, LLC",,,
217229,VANCO OIL & GAS CORP.,,,
324879,"VANGUARD OPERATING, LLC",,,
281994,"VANGUARD OPERATING, LLC",,,
297843,VANGUARD PERMIAN LLC,,,
24041,VANTAGE POINT OPERATING CO,,,
290978,"VARELA TRUCKING, LLC",,,
307519,VASQUEZ TRUCKING INC,,,
36619,VASTAR RESOURCES INC,,,
286025,"VEGA OILFIELD SERVICES, LLC",,,
207430,VEGA PETROLEUM CORP,,,
207459,VEM OIL CO,,,
24090,VENTED OR UNACCOUNTED,,,
197130,VENTURA PETROLEUM,,,
24117,VERDE GRANDE INC,,,
373028,Vereda Trucking LLC,,,
328519,"Veritas Energy, LLC",,,
179449,VERMEJO MINERALS CORPORATION,,,
148394,"VERNON E. FAULCONER, INC.",13,1,Yes
372787,VERSA ENTERPRISES LLC,,,
172163,VERSADO GAS PROCESSORS L.L.C.,,,
159160,"VERSADO GAS PROCESSORS,LLC",,,
24122,VERYL F MOORE,,,
24139,VETERANS EXPLORATION INC,,,
262979,VICTOR E. NAJERA DBA NAJERA'S TRUCKING,,,
307003,VICTOR H GARZA DBA S. & V. ENTERPRISES,,,
291041,VICTOR MANRIQUEZ DBA V & M TRUCKING,,,
277868,VICTOR'S LEASE SERVICE LLC,,,
281815,"VICTORY ENERGY SERVICES, LLC",,,
37282,VICTORY OIL & GAS INC,,,
305704,VIENTO NEGRO TRANSPORT LLC,,,
24151,VIERS PROD CO,,,
161935,VIERSON & COCHRAN,,,
247245,VIKING TRANSPORT LLC,,,
283489,"VINSON EXPLORATION, INC.",1,1,No
24164,VINTAGE DRILLING LLC,49,4,No
24173,"VINTAGE PETROLEUM,LLC",,,
280962,VISION ENERGY GROUP LLC,22,2,Yes
24188,VISION ENERGY INC,3,0,Yes
329051,"Vista Disposal Solution, LLC",,,
24197,VISTA RESOURCES INC,,,
150758,"VISTA RESOURCES OF TEXAS, INC.",,,
270202,"VITOL, INC.",,,
370693,"VMJ OILFIELD SERVICE, INC.",,,
289113,"VORTEK TRUCKING, INC.",,,
266091,"VPR OPERATING, LLC",1,1,No
24218,W & W OIL INC,,,
196588,W A KATES & E C SIDWELL,,,
24225,W A MONCRIEF JR,6,3,No
91994,W A MONCRIEF JR,,,
24231,W B HAMILTON ESTATE,2,0,Yes
25146,W B YARBOROUGH,,,
24243,W B YARBOROUGH,,,
24298,W E BAKKE JR,,,
24304,W E JEFFERS,,,
24313,W E K DRILLING INC,,,
24342,W H BRININSTOOL,,,
24359,W H MCKINLEY,,,
197161,W HAWKINS,,,
196686,W J GOURLEY,,,
24375,W J SWEATT,1,1,No
207663,W K BYROM,,,
24393,W M GALLAWAY,,,
68574,W M GALLAWAY ESTATE,,,
52170,W P CARR,,,
24437,W R ERICKSEN,,,
36653,W RIDLEY WHEELER ESTATE OF,,,
239475,W W OIL AND GAS INC,,,
373229,W&W Transports LLC,,,
122014,W. B. YARBOROUGH,,,
196478,W. D. WEATHERS ET AL,,,
166012,WADE ENERGY CORPORATION,,,
24471,WADI PETROLEUM INC,,,
24480,WAGNER & BROWN,,,
24499,WAGNER & BROWN LTD,,,
177888,WAGNER OIL CO.,8,1,Yes
24503,WAINOCO OIL & GAS CO,,,
145982,WALKER OIL & GAS CORPORATON,,,
24529,WALLACE OIL & GAS INC,,,
24540,WALLEN PRODUCTION CO,,,
24558,WALSH & WATTS INC,14,1,Yes
24567,WALSH ENGINEERING & PROD CORP,,,
24581,WALTER EXPLORATION INC,,,
283037,"WALTER SOLT, LLC",2,1,Yes
24615,WALTER W ANDERSON,,,
191379,WALTERS DRILLING INC,,,
223897,WALTON PROPERTIES LTD.,,,
371863,"WAPITI ENERGY SERVICES, LLC",,,
328741,"Wapiti Operating, LLC",853,8,No
24627,WARREN & MARATHON,,,
118600,WARREN AMERICAN OIL CO,5,0,Yes
17470,"WARREN E & P,INC.",1,0,Yes
162987,"WARREN PETROLEUM CO.,L.P.",,,
35743,WARREN PETROLEUM CORP,,,
24669,WARRIOR INC,,,
227804,WAS LLC,,,
118677,WASSERHUND INC,,,
130851,WASSERHUND INC,2,0,Yes
118682,WATER FLOOD ASSOC INC,,,
330129,WaterBridge Stateline LLC,,,
292048,WATERFALLS TRUCKING LLC,,,
374120,Waterfield Midstream Operating II LLC,,,
259169,"WATERFORD OPERATING, LLC",,,
314868,WATSON CONSTRUCTION CO INC,,,
35754,WATSON TREATING PLANT,,,
24683,WAYNE HEAD,,,
24705,WAYNE MOORE,,,
191214,WEATHERFORD ENTERRA INC,,,
24711,WEBB & CONNELLY,,,
140195,WEBB OIL COMPANY,,,
207783,WEINER & STOGNER,,,
171894,WELBORN MICKEY D.,,,
191390,WESKEM-HALL INC,,,
260245,"WESPAC ENERGY, LLC",10,9,No
149049,WEST GAS INC,,,
37197,WEST LARGO CORP,23,0,Yes
279038,"WEST STATES ENERGY CONTRACTORS, INC",,,
24774,WEST STATES SKANSKA INC,,,
171771,WEST TEXAS CRUDE OIL TRANSPORT INC,,,
24789,"WEST TEXAS GAS, INC.",,,
164589,WEST TEXAS OIL REPORTS,,,
24791,WESTALL-MASK,,,
207825,WESTATES PETROLEUM CORP OF TEXAS,,,
36671,WESTBROOK OIL CORP,,,
22568,"WESTERLY EXPLORATION, INC.",,,
24835,WESTERN CRUDE OIL INC.,,,
24849,WESTERN CRUDE OIL PURCH. CO.,,,
207831,WESTERN DEVELOPMENT DELAWARE,,,
207854,WESTERN DRILLING CO INC,,,
24870,WESTERN EQUIPMENT CO,,,
24884,WESTERN GAS INTERSTATE CO,,,
24896,WESTERN GAS PROCESSING,,,
37627,WESTERN GAS RESOURCES,,,
119417,WESTERN GAS RESOURCES INC,,,
24904,WESTERN GAS SUPPLY,,,
328677,Western Global Oil dba Western Global Oil Inc,8,7,No
24913,WESTERN INTERIOR ENERGY INC.,,,
207882,WESTERN NATURAL GAS CO,,,
24942,WESTERN OIL & MINERALS LTD,14,1,Yes
119488,WESTERN OIL FIELDS INC,,,
35813,WESTERN OIL PROD INC,,,
24961,WESTERN OIL PRODUCERS INC,,,
119515,WESTERN OIL TRANSPORTATION CO INC,,,
24975,"WESTERN OIL TRANSPORTATION COMPANY, INC.",,,
25932,WESTERN PRIDE RESOURCES INC,,,
264727,WESTERN REFINING COMPANY L.P.,,,
248440,"WESTERN REFINING COMPANY, L.P.",5,0,Yes
291791,WESTERN REFINING PIPELINE COMPANY,,,
319135,WESTERN REFINING PIPELINE LLC,,,
310025,"WESTERN REFINING PIPELINE, LLC",,,
267595,"WESTERN REFINING SOUTHWEST, INC.",1,0,Yes
705791,"Western Refining Southwest, Inc.",,,
24987,WESTERN RESERVES OIL CO INC,,,
25012,WESTERN STATES PRODUCING CO,,,
191723,WESTERN TANK MFG,,,
25023,WESTLAND OIL DEVELOPMENT CORP,,,
198272,WESTSTAR EXPLORATION COMPANY,,,
144792,WESTTEX 66 PIPELINE CO,,,
148358,WFS GAS RESOURCES COMPANY,,,
273264,WGR ASSET HOLDING COMPANY LLC,,,
264017,WGR ASSET HOLDING COMPANY LLC,,,
373240,Whiptail Midstream LLC,,,
291763,"WHITE OAK OPERATING COMPANY, L.L.C.",,,
370364,"WHITE ROCK OIL & GAS, LLC",5,1,Yes
269525,WHITING OIL & GAS CORP.,,,
25078,WHITING OIL AND GAS CORPORATION,3,0,Yes
228783,WHITMAR EXPLORATION COMPANY,,,
143180,WHITTIER ENERGY COMPANY,,,
297715,WILD HORSE TRUCKING LLC,,,
209564,WILDCAT ENERGY LLC,6,6,No
135461,WILEY RUSSELL ESTATE,,,
25092,WILL MCCASLAND IND,,,
25244,"WILLAMS FOUR CORNERS, LLC",,,
196573,WILLARD C FRANKS,,,
25120,WILLIAM B BARNHILL,,,
25157,WILLIAM C BAHLBURG,,,
25163,WILLIAM C RUSSELL,,,
25174,WILLIAM E HENDON JR,,,
72691,WILLIAM GRUENERWALD,,,
328228,WILLIAM J SWEATT TRUST B,1,1,No
266011,WILLIAM KENT ELLIOTT,,,
25219,WILLIAM P DOOLEY,,,
25226,WILLIAM R EARNHARDT,,,
208012,WILLIAMS & COCKBURN,,,
187299,WILLIAMS AND GORE,,,
221360,WILLIAMS ENERGY SERVICES,,,
152632,WILLIAMS ENERGY SERVICES COMPANY (WESCO),,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
