Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance
296260,"ENERGEX, LLC",1,0,Yes
373817,Energy Acumen LLC,1,1,No
191448,ENERGY AIR DRILLING SERVICES,,,
7272,ENERGY DEVELOPMENT CORP,,,
64057,ENERGY DEVELOPMENT CORPORATION,,,
7283,ENERGY DISTRIBUTING CO.,,,
2217,ENERGY RESERVES GROUP,,,
7318,ENERGY RESOURCES CORP,,,
316048,"ENERGY TRANSFER PARTNERS, LP",,,
267255,"ENERGY TRANSFER PARTNERS, LP",,,
231185,"ENERGY, MINERALS & NATURAL RESOURCE DEPT.",,,
64147,"ENERGYPRO, INC.",,,
372676,ENERGYPROS LLC,,,
305911,"ENERGYQUEST II, LLC",1,0,Yes
151863,ENERLOC RESOURCES INC.,,,
160620,"ENERQUEST RESOURCES, LLC",,,
154299,ENERSTAR RESOURCES LTD CO.,,,
143199,ENERVEST OPERATING L.L.C.,390,8,No
158727,ENERVEST SAN JUAN OPERATING LLC,,,
330048,"Engineering & Production Service, Inc.",,,
329302,"EnLink Delaware Crude Pipeline, LLC",,,
320009,"ENLINK MIDSTREAM OPERATING, LP",,,
133182,ENRE CORP,,,
288304,ENRIQUE GAMA DBA E-GAMA TRANSPORT,,,
290127,ENRIQUE ROCHA DBA PRO OIL WELL TRUCKING,,,
7354,ENRON CORPORATION,,,
7366,ENRON GAS MARKETING,,,
31487,ENRON GAS MKTG - PUR,,,
31493,ENRON GAS PROCESSING CO,,,
64300,ENRON GAS PROCESSING CO,,,
64318,ENRON LIQUIDS PIPELINE OPERATING CO,,,
31509,ENRON OIL & GAS,,,
155008,ENRON OIL & GAS CO,,,
64414,ENRON OIL & GAS COMPANY,,,
184892,ENRON OIL & GAS COMPANY,,,
7382,ENRON OIL AND GAS CO.,,,
7414,ENRON TRANSWESTERN PIPELINE CO.,,,
7429,ENSERCH EXPLORATION INC,,,
7467,ENSERCH EXPLORATION INC.,,,
64541,ENSTAR PETROLEUM INC,,,
234255,ENSTOR GRAMA RIDGE STORAGE AND TRANSPORATION,4,0,Yes
708657,Enterprise Crude Oil LLC,,,
174238,ENTERPRISE CRUDE OIL LLC,,,
287533,ENTERPRISE CRUDE PIPELINE LLC,,,
713731,Enterprise Crude Pipeline LLC,,,
237340,ENTERPRISE FIELD SERVICES,,,
151618,ENTERPRISE FIELD SERVICES L.L.C.,,,
704717,ENTERPRISE FIELD SERVICES LLC,,,
704561,"Enterprise Field Services, LLC",,,
237967,"ENTERPRISE FIELD SERVICES, LLC",,,
241602,"Enterprise Field Services, LLC",,,
233916,"ENTERPRISE FIELD SERVICES, LLC",,,
233396,"ENTERPRISE FIELD SERVICES, LLC",,,
329124,ENTERPRISE LOGISTIC SERVICES LLC DBA ENTERPRI,,,
238734,"ENTERPRISE PRODUCTS FIELD SERVICES, LLC",,,
231227,ENTERPRISE PRODUCTS OPERATING,,,
266998,ENTERPRISE PRODUCTS OPERATING LLC,,,
232399,ENTERPRISE PRODUCTS OPERATING LP,,,
234137,"ENTERPRISE PRODUCTS OPERATING, L.P.",,,
374092,"ENTERPRISE PRODUCTS OPERATING, LLC",,,
195265,ENVIRONMENTAL PLUS INC,,,
191355,ENVIROTECH INC,,,
149,"EOG A RESOURCES, INC.",,,
15445,"EOG M RESOURCES, INC.",,,
64377,EOG REOSURCES & MURCHISON O&G,,,
321701,EOG RESOURCES,,,
64283,EOG RESOURCES,,,
7377,EOG RESOURCES INC,2977,0,Yes
192516,EOG RESOURCES MARKETING INC,,,
372812,"EOG RESOURCES MARKETING, LLC",,,
220345,"EOG RESOURCES, INC.",,,
134259,"EOG RESOURCES, INC.",,,
25575,"EOG Y RESOURCES, INC.",,,
257420,EOR OPERATING COMPANY,69,10,No
372374,EOS WEED CONTROL LLC,,,
222812,EOTT ENERGY COMPANY,,,
64617,EOTT ENERGY CORP,,,
185948,EOTT ENERGY CORPORATION,,,
37480,EOTT ENERGY PIPELINE LP,,,
180514,"EP ENERGY E&P COMPANY, LP",,,
7458,EP OPERATING CO,,,
64622,EP OPERATING LIMITED PARTNERSHIP,,,
138471,EPEMENIO MARTINEZ,,,
372834,"EPIC ENERGY, L.L.C.",420,3,Yes
209220,EPNG PIPELINE COMPANY,,,
22507,EQUILON ENTERPRISES LLC,,,
172219,EQUILON ENTERPRISES LLC,,,
329512,EQUIPMENT TRANSPORT LLC,,,
244173,EQUIS ENVIRONMENTAL,,,
283405,ERIC GUTIERREZ DBA GUTIERREZ TRUCKING,,,
289719,ERIC SANDERS DBA TTI TRUCKING,,,
73887,ERNEST A HANSON,,,
373436,ERNESTO ARAGONEZ DBA ARAGONEZ TRUCKING,,,
233434,ERNIE CURRENT DBA CURRENT OPERATING,,,
7508,ERNIE L HEGWER IND,,,
269184,"ERNMAR INVESTMENTS, INC.",5,0,Yes
225298,"ERS RESOURCES, LLC",,,
18703,ERWIN OIL & GAS LTD CO,,,
373637,ESCOBAR TRUCKING LLC,,,
26777,ESTACADO E & P CO,,,
7533,ESTACODO INC,,,
302930,ESTEVAN C. FERNANDEZ,,,
312758,ESTEVAN GRADO DBA MAGNUM SERVICES,,,
7586,ESTORIL PRODUCING CORP,,,
706052,"ETC Field Services ,LLC",,,
322215,ETC FIELD SERVICES LLC,,,
371058,ETC FIELD SERVICES LLC,,,
249552,ETC NEW MEXICO PIPELINE LP,,,
328923,"ETC Texas Pipeline Ltd., Limited Partnership",,,
371183,"ETC Texas Pipeline, Ltd.",1,0,Yes
7590,ETL HYDROCARBONS INC,5,0,Yes
371385,ETP CRUDE LLC,,,
7622,EUNICE WELL SERVICE INC,,,
7639,EURATEX CORP,,,
7645,EVANS & GUY OIL CO,,,
166575,EVANS OIL COMPANY INC,,,
49410,EVELYN G BROWN,,,
296596,EVER H CRUZ DBA CRUZ MOBILE SERVICES,,,
7651,EVERETT D BURGETT,,,
7664,EVERGREEN OPERATING CORP,,,
212929,EVERQUEST ENERGY CORPORATION,15,1,Yes
191680,EVGSAU,,,
372451,"EXCALIBUR OILFIELD SERVICES, LLC",,,
190963,EXCO RESOURCES INC,,,
295562,EXPERT TRANSPORTATION CORP,,,
201419,EXPLORATION CO,,,
330194,Explore Logistics LLC,,,
196679,EXPORT PETROLEUM CORPORATION,,,
276566,"EXTREME SERVICES, LLC",,,
65333,EXXON COMPANY USA,,,
65415,EXXON CORPORATION,,,
65427,EXXON CORPORATION,,,
65390,EXXON CORPORATION,,,
7673,EXXON MOBIL CORPORATION,,,
209205,EXXON MOBIL CORPORATION,,,
250564,EXXONMOBIL CORPORATION,,,
193287,EXXONMOBIL PIPELINE COMPANY,,,
7688,F & M OIL & GAS CO,,,
134666,F & M OIL & GAS CO,,,
196551,F E SAUBLE,,,
196289,F H CARPENTER,,,
201437,F J DANGLADE,,,
26456,F W BURGER INC,,,
201471,F W HOLBROOK,,,
268246,"F&M CONSTRUCTION, INC.",,,
187174,F. H. CARPENTER,,,
329326,FAE II Operating LLC,337,0,Yes
65531,FAIR OIL LTD,5,0,Yes
241598,"FAIRWAY RESOURCES OPERATING, LLC",,,
262196,"FAITH TRADING, LLC",3,0,Yes
169415,"FALCON CREEK RESOURCES, INC.",,,
7716,FALCON ENGINEERING CO INC,,,
7721,FALCON SEABOARD GAS CO,,,
7735,FALCON SEABOARD OIL & GAS LP,,,
7749,FAMARISS OIL AND REFINING COMPANY,,,
7752,FAMCOR OIL INC,,,
296373,FAMILY'S OILFIELD SERVICE LLC,,,
7768,FANNIE LEE MITCHELL,,,
7784,FARRIS MINES,,,
139103,FASKEN OIL & RANCH INTERESTS,,,
183274,FASKEN OIL & RANCH LTD,,,
151416,FASKEN OIL & RANCH LTD,130,4,Yes
222938,"FASKEN OIL AND RANCH, LTD.",,,
188386,"FASKEN, LTD.",,,
262214,"FBS OPERATING COMPANY, LLC",2,0,Yes
329866,"FDL Operating, LLC",14,0,Yes
148530,FDW LLC,,,
7802,FEAGAN GATHERING CO,,,
7819,FEATHERSTONE DEVELOPMENT CORP,,,
75634,FELIX J HICKMAN,,,
197104,FELMONT OIL CORP,,,
196384,"FENNER, A. R.",,,
191582,FERGUSON CONSTRUCTION CO,,,
71112,FERMIN GONZALES,,,
7844,FI-RO CORP,2,0,Yes
7853,FINA OIL & CHEMICAL,,,
180387,FINLEY RESOURCES INC,5,3,No
225437,FINNEY OIL COMPANY,84,1,Yes
246211,"FIREWATER, INC.",,,
328452,FIRST GEN OILFIELD SERVICES LLC,,,
26335,FIRST NATIONAL BANK,,,
370628,"FIRST RIVER ENERGY, LLC",,,
7871,FIVE STATE ENERGY CO,,,
153281,FIVE STATES OPERATING COMPANY,,,
370446,FJM TEXAS GOLD TRANSPORT LLC,,,
201532,FLAG REDFERN OIL CO,,,
7899,FLARE OIL INC,5,5,No
374034,"Flat Creek Resources, LLC",5,0,Yes
328416,FLAVI TRUCKING LLC,,,
328733,"Flint Oak Energy, LLC",68,9,No
7900,FLORIDA EXPLORATION CO,,,
7918,FLORIDA HYDROCARBON CO.,,,
7925,FLOYD E SHERRELL,1,0,Yes
7931,FLOYD OIL CO,,,
7943,FLOYD OPERATING CO,,,
329919,"Fluid Delivery Solutions, LLC",,,
7954,FLUID WASTE INC,,,
230576,FLYING W RESOURCES LLC,,,
197187,"FLYNN, WELCH & YATES",,,
7966,FOLK & BURGE OIL CO INC,,,
7977,FORAN OIL CO,,,
7998,"FORCENERGY,INC",,,
8010,FORD CHAPMAN,,,
8024,FORD CHAPMAN & ASSOC,,,
26624,FORD CHAPMAN & ASSOCIATES,,,
8041,FOREST OIL CORPORATION,,,
67317,FOREST OIL CORPORATION,,,
223281,FOREST OIL CORPORATION,,,
88303,FOREST OIL PERMIAN CORP.,,,
33016,FOREST OIL PERMIAN CORPORATION,,,
373979,"Forge Energy Operating, LLC",,,
371275,"FORGE ENERGY, LLC",,,
201576,FORISTER & SWEATT,,,
197113,FORT SUMNER OIL CO,,,
8079,FORTSON OIL CO,,,
164832,FORTUNE OPERATING COMPANY,,,
371416,"FORTY ACRES ENERGY, LLC",117,3,Yes
8086,FOSSIL FUEL INC,,,
217308,FOSSIL OPERATING INC.,1,0,Yes
147882,FOSTER BROWN PRODUCTION INC,,,
370740,"FOUNDATION ENERGY MANAGEMENT, LLC",41,2,Yes
370405,FOUR CORNERS BADGER DAYLIGHTING LLC,,,
8090,FOUR CORNERS EXPLORATION CO,1,0,Yes
8106,FOUR CORNERS PIPELINE COMPANY,,,
67628,FOUR FOUR INC,,,
35211,FOUR STAR O& G-GAS ACCT.,,,
131994,FOUR STAR OIL & GAS CO,,,
19528,"FOUR STARR ENERGY, INC.",1,0,Yes
371347,"FOUR STARR PRODUCTION, LLC",2,1,Yes
370143,"FOUTZ & BURSUM CONSTRUCTION CO., INC.",,,
58804,FRANCIS HELEN CREWS,,,
289297,FRANCISCO MURILLO DBA FAMILY'S TRUCKING,,,
279272,FRANCOS TRUCKING LLC,,,
201636,FRANK A SCHULTZ,,,
8173,FRANK YOCKEY,,,
138975,FRANKLIN ASTON & FAIR INC,,,
373908,Franklin Mountain Energy 2 LLC,,,
373910,Franklin Mountain Energy LLC,23,0,Yes
198020,FRANKS & HESSER,,,
185217,"FRED F POOL, III",,,
295579,FRED MOJICA DBA MOJICA TRUCKING,,,
8231,FRED POOL DRLG INC,,,
8243,FRED POOL DRLG. INC.,,,
8254,FRED POOL OPERATING CO,,,
8277,FREEDOM ENERGY INC,,,
236312,FREEDOM ENERGY LLC,22,1,Yes
167452,"FRISCO ENERGY, L.L.C.",,,
279089,"FRONTIER CHEMICAL, LLC",,,
239882,"FRONTIER DRILLING, LLC",,,
370570,"FRONTIER ENERGY SERVICES, LLC",,,
236992,"FRONTIER FIELD SERVICES, LLC",,,
224872,"FRONTIER FIELD SERVICES, LLC",,,
224903,"FRONTIER FIELD SERVICES, LLC",,,
221115,"FRONTIER FIELD SERVICES, LLC",3,0,Yes
281431,"FRONTIER FIELD SERVICES, LLC",,,
316996,"FRONTIER FIELD SERVICES,LLC",,,
196434,FRONTIER OIL CO,,,
8298,FROSTMAN OIL CORP,,,
307677,"FTS TRANSPORT SERVICES, INC.",,,
25722,FUEL PRODUCTS INC,,,
261703,"FULCO TRUCKING, LLC",,,
370516,"FULCRUM DELAWARE WATER RESOURCES, LLC",,,
172621,"FULFER ELECTRIC, LLC",,,
172635,"FULFER OIL & CATTLE CO., LLC",,,
141402,FULFER OIL & CATTLE LLC,149,24,No
8304,FULLER PETROLEUM INC,,,
151682,FULLER PRODUCTION INC.,,,
8313,FULTON ENTERPRISES,1,0,Yes
296659,FULTONS OILFIELD SERVICES LLC,,,
329843,FURY LOGISTICS LLC,,,
272664,"G & G OIL AND GAS, LLC",6,6,No
371261,G MANNY'S TRUCKING LLC,,,
171765,G P SIMS,,,
149647,G P SIMS ESTATE,,,
197936,"G P SIMS, ESTATE OF",,,
259230,G&L TRUCKING LLC,,,
287954,GABINO GAMINO-CORONA DBA GGG TRUCKING,,,
281303,GABRIEL ALVARADO DBA AMERICA OILFIELD SERVICE,,,
292984,GABRIEL DEHOYOS DBA DEHOYOS TRUCKING,,,
201852,GACKLE DRILLING CO INC,,,
8402,GAINCO INC,,,
373680,GAITAN TRUCK SERVICE LLC,,,
310311,GAMA TRANSPORT LLC,,,
8426,GANDY CORP,,,
68881,GANDY CORPORATION,,,
242568,GANDY CORPORATION,,,
195280,GANDY MARLEY INC,,,
373756,GandyCargo & Logistics,,,
247744,"GAP EXPLORATION, LTD.",,,
197251,GARDNER PETROLEUM CO,,,
247070,"GARNER'S WELL SERVICE, LLC",,,
8465,GARY BENNETT,,,
193470,GARY E GIBLIN,,,
317678,"GARY PERMIAN, LLC",,,
231562,GARY STANDARD DBA STANDARD SERVICES,,,
22781,GARY-WILLIAMS CO (THE),,,
69459,GARY-WILLIAMS COMPANY,,,
8471,GARY-WILLIAMS ENERGY CORP,,,
146596,GAS CO OF NEW MEXICO,,,
8532,GAS PRODUCING ENTERPRISES INC,,,
8540,GAS SCHRINKAGE,,,
8558,GAS USED FOR REPRESSURING,,,
171685,GATEWAY GATHERING & MARKETING COMPANY,,,
25739,GECKO INC.,,,
279954,"GEMINI TRUCKING, LLC",,,
8648,GENERAL AMERICAN OIL CO. OF TEXAS,,,
8650,GENERAL ATLANTIC RESOURCES INC,,,
201913,GENERAL CRUDE OIL CO,,,
197193,GENERAL CRUDE OIL COMPANY,,,
8672,GENERAL MINERALS CORP,9,9,No
25745,GENERAL NEW MEXICO INC.,,,
8683,GENERAL OPERATING CO,,,
8711,GENERAL PETROLEUM INCORPORATED,,,
159639,"GENESIS CRUDE OIL, L.P.",,,
8746,GEO ENGINEERING INC,1,0,Yes
8763,GEODYNE OPERATING CO,,,
329523,"Geolite Energy, LP",,,
211591,GEOMET OPERATING COMPANY INC,,,
201930,GEORGE A CHASE,,,
31843,GEORGE A CHASE JR,,,
8835,GEORGE A CHASE JR,,,
265378,GEORGE A CHASE JR DBA G AND C SERVICE,371,3,Yes
8791,GEORGE A CHASE SR,,,
8807,GEORGE A DENTON,1,1,No
8816,GEORGE COLEMAN,,,
8821,GEORGE D RIGGS,,,
8852,GEORGE H FENTRESS,,,
184464,GEORGE P. MITCHELL,,,
154932,GEORGE R. JONES,,,
197297,GEORGE RILEY DRILLING CO,,,
37117,GEORGE W SIMS,,,
220247,"GEOSURVEYS, INC.",,,
8896,GERALD F ROACH,1,0,Yes
22906,GERBER TRUST OF EDWARD & IRIS,,,
154332,GERMANY OIL COMPANY,,,
36760,GERMANY OPERATING CO,,,
263684,GERONIMO SWD LLC,,,
8928,GERRY THAMES,,,
8942,GETTY OIL CO,,,
8959,GETTY OIL COMPANY,,,
70231,GETTY OIL COMPANY,,,
70151,GETTY OIL COMPANY,,,
70200,GETTY OIL COMPANY,,,
8961,GETTY RESERVE OIL,,,
8975,GETTY TRADING AND TRANSPORTATION CO.,,,
371169,GFG OPERATING LLC,,,
154575,GIANT CRUDE GATHERING OPERATIONS,,,
8987,GIANT EXPLORATION & PROD CO,,,
198300,"GIANT FOUR CORNERS, INC.",,,
159749,"GIANT INDUSTRIES ARIZONA,INC.",,,
31902,GIANT INDUSTRIES INC,,,
9000,"GIANT INDUSTRIES, INC",,,
271769,GIANT OPERATING LLC,4,4,No
252565,GIANT PIPELINE COMPANY,,,
238986,GIANT PIPELINE COMPANY,,,
9018,GIANT REFINERY,,,
372713,"GIBSON ENERGY MARKETING, LLC",,,
9043,"GIFFORD, MITCHELL & WISENBAKER",,,
9054,GIL MC OIL CORP,,,
9077,GILBERT BATES,,,
148085,GILLESPIE OIL INC,,,
37139,GLADSTONE RESOURCES INC,,,
9098,GLEN A DEVILBISS,,,
9102,GLEN PLEMONS,,,
170716,GLENN AND VICKIE CRENSHAW,,,
197634,GLENN OIL COMPANY,,,
283099,"GLENN SPRINGS HOLDINGS, INC",,,
166157,GLOBAL COMPRESSION SERVICES INC,,,
371526,"GLOBAL WATER RECLAMATION SERVICES, LLC",,,
294822,GLOBE ENERGY SERVICES LLC,,,
307101,GLOCK TRUCKING LLC,,,
260511,GMT EXPLORATION COMPANY LLC,,,
36107,GMW CORP,,,
168906,"GMX RESOURCES, INC.",,,
373308,Go Big Oil Services LLC,,,
37151,GOLA OIL CO,,,
148431,GOLD STAR SWD LTD CO.,,,
372730,"GOLDEN EXPRESS LINES, LLC",,,
240787,GOLDEN OIL HOLDING CORPORATION,42,5,No
195271,GOO YEA LANDFARM INC,,,
297638,GOOD TIMES TRUCKING LLC,,,
372311,"GOODNIGHT MIDSTREAM PERMIAN, LLC",8,0,Yes
706660,"GOODNIGHT MIDSTREAM PERMIAN, LLC",,,
220044,"GOODSON SWD, LLC",,,
202083,GORDON M CONE,,,
187271,GORE & LIPSON OIL PROPERTY,,,
196396,"GORMAN, E. J.",,,
169680,GOTHIC PRODUCTION CORPORATION,,,
163768,GOTHIC PRODUCTION CORPORATION,,,
329017,"Gouger Oil Company, LLC",,,
8359,GP II ENERGY INC,18,0,Yes
148265,"GP II ENERGY, INC.",,,
31971,"GPM GAS COMPANY, LLC",,,
9171,GPM GAS CORP,,,
163752,GRACE BOND,,,
9180,GRACE ENERGY CO,,,
9208,GRACE PETROLEUM CORP,,,
9210,GRACE PETROLEUM CORP.,,,
329353,GRACERACE TRUCKING LLC,,,
9233,GRAHAM ROYALTY LTD,,,
9224,GRAHAM ROYALTY LTD,,,
370997,"GRAMA RIDGE DISPOSAL, LLC",1,0,Yes
37079,GRAND BANKS ENERGY CO,,,
155471,GRAND BANKS ENERGY CO,14,6,No
9255,GRAND RESOURCES INC,,,
25883,GRAND VALLEY GATHERING CORP,,,
202129,GRARIDGE CORP,,,
153276,"GRB PROPERTIES, INC.",,,
9305,GREAT LAKES CHEMICAL CORP,,,
273222,GREAT LAKES PET. TRANS. LLC,,,
9338,GREAT WESTERN DRILLING CO,76,2,Yes
123849,GREAT WESTERN DRILLING LTD,,,
9346,GREAT WESTERN ONSHORE INC,,,
202194,GREENBRIAR OIL CO.,,,
9374,GREENHILL PETROLEUM CORP,,,
149656,GREENVILLE OPERATING COMPANY,,,
280013,GREENWOOD HEART DIAMOND RANCH,,,
9406,GREENWOOD HOLDINGS INC,,,
373990,"Greenwood Operating, LLC",,,
32011,GREENWOOD RESOURCES INC,,,
72249,GREER WESLEY S,,,
286823,GREGORIO MARTINEZ DBA GMT TRUCKING,,,
193378,GREGORY K MCMILLAN,,,
195797,"GREKA AM, INC",,,
169495,GRIFFIN PETROLEUM COMPANY,,,
373709,GRIZZLY OILFIELD SERVICES LLC,,,
258350,"Grizzly Operating, LLC",883,13,No
279606,"GROENDYKE TRANSPORT, INC",,,
250289,GROVER & JEFFERY VIGIL DBA TOMAHAWK VII,,,
9464,GROVER-MCKINNEY OIL CO,,,
227036,GRUY PETROLEUM MANAGEMENT CO.,,,
260972,"GRUY PETROLEUM MANAGEMENT CO., LLC",,,
136241,GRYNBERG PETROELUM COMPANY,,,
153427,GUADALUPE OPERATING LLP,,,
287300,GUARDIAN OPERATING CORP.,,,
372439,"GULF EXPLORATION, L.L.C.",1,0,Yes
72854,GULF OIL COMPANY,,,
9515,GULF OIL CORP,,,
123277,GULF OIL CORPORATION,,,
162746,GULF PRODUCTION CORP.,,,
9527,GULF REFINING COMPANY,,,
32046,GULFMARK ENERGY INC,,,
237047,GUNN OIL COMPANY,,,
278392,"GUNS UP SERVICES, LLC",,,
9536,GURLEY OIL CO,,,
282021,GUSTAVO HERNANDEZ DBA GUS S TRUCKING,,,
308438,GUTIERREZ TRUCKING LLC,,,
123453,GUYS OIL & GAS LTD CO,,,
312198,GUZMAL TRUCKING LLC,,,
372077,GV LOGISTIC SOLUTIONS LLC,,,
192951,GVC VENTURES,1,0,Yes
197336,GYPSY & OHIO CITIES GAS,,,
9569,H & M DISPOSAL,1,0,Yes
198458,"H & O OPERATING CO., INC.",,,
9572,H & S OIL LLC,,,
9583,H & S PRODUCTION,,,
197803,H ALEXROD,,,
197395,H C MCCULLOCH,,,
9632,H E PRINCE,,,
9658,H H SHOCKELY,,,
197948,H J COX,,,
80985,H K KEESEE,,,
9667,H K KEESEE AND C J KEESEE TRUST,5,0,Yes
49520,H L BROWN JR,,,
9676,H L BROWN JR,,,
213179,"H L BROWN OPERATING, LLC",20,1,Yes
197383,H R HARRIS & JAMES WALTON,,,
9730,H W PACE,,,
371309,H-M TRUCKING LLC,,,
248768,H-PETRO-R INC.,,,
242687,H.E. GENE LEE,,,
219394,"H.L. BROWN OPERATING, L.L.C",,,
279966,"H.L. TRUCKING, LLC",,,
371985,"HADAWAY CONSULTING AND ENGINEERING, LLC",,,
9793,HAILE PETROLEUM LTD,,,
9809,HAL J RASMUSSEN OPER INC,11,0,Yes
18890,"HALCON HOLDINGS, INC.",,,
16431,HALL ENERGY CO,,,
32123,HALLADOR ENERGY COMPANY,,,
12672,HALLADOR PETROLEUM LLP,,,
310629,"HALLIBURTON ENERGY SERVICES, INC.",,,
73551,HALLIBURTON GEOPHYSICAL,,,
191602,HALLWOOD ENERGY CO,,,
373116,Halo LLC,,,
372775,HALO SERVICES INC.,,,
9892,HAMON OPERATING CO,,,
9905,HAN-SAN INC,,,
73690,HANAGAN & HANAGAN,,,
73731,HANAGAN PETRO CORP & MCCLELLAN OIL,,,
9911,HANAGAN PETROLEUM CORP,,,
197222,HANCHETT OIL CO,,,
9920,HANLEY PETROLEUM INC,,,
9946,HANSON ENERGY,,,
73949,HANSON OIL CORP,,,
9974,HANSON OPERATING CO INC,38,0,Yes
9991,HAPPY OIL CO INC,,,
197753,HARDING COUNTY GAS COMPANY,,,
148226,HARDWICK OIL CO,,,
10039,HARKEN EXPL CO,,,
138594,HARKEN SOUTHWEST CORP.,,,
10045,HARKEY ENERGY INC,,,
202522,HARLAN OIL CO,,,
22794,HARLOW CORP,,,
22808,HARLOW CORPORATION,,,
246205,HARLOW ENTERPRISES LLC,21,0,Yes
37503,HAROLD L RUNNELS,,,
202545,HARPER OIL CO,,,
10108,HARRIS & WALTON,,,
37453,HARRISON PETROLEUM,,,
25764,HARRY BECK,,,
10141,HART OIL & GAS INC,,,
74603,HARVARD EXPLORATION & DEVELOP CORP,,,
265496,"HARVARD PETROLEUM CO., LLC",,,
10155,"HARVARD PETROLEUM COMPANY, LLC",49,1,Yes
328392,HARVEST CRUDE TRANSPORT LLC,,,
147270,HARVEST ENERGY COMPANY,,,
373888,"Harvest Four Corners, LLC",,,
122067,HARVEY E YATES,,,
122076,HARVEY E YATES,,,
74632,HARVEY E YATES CO,,,
10179,HARVEY E YATES CO,,,
10186,HARVEY E YATES CO INC,,,
244342,"HARVEY'S HOT OIL SERVICE, LLC",,,
10216,HAVENOR OPERATING CO,,,
220234,HAVENOR OPERATING COMPANY,,,
187303,HAWAIIAN-NEW MEXICO OIL VENTURES,,,
10221,HAWKINS OIL & GAS INC,,,
10235,HAWTHORNE OIL & GAS CO,,,
370212,HBFMBG ENERGY SERVICES LLC,,,
10249,HCW EXPLORATION INC,,,
197832,HEAD & MILLER,,,
10268,HEADINGTON OIL CO LLC,,,
373258,Heart River Logistics LLC,,,
10270,HEARTLAND ENERGY CORP,,,
10284,HEBCO OIL CO,,,
9812,"HEC PETROLEUM, INC",,,
187466,HEDGES AND MACKIE,,,
188760,HEGARTY & ASSOCIATES,,,
290242,HELDER MELO DBA H-M TRUCKING,,,
10319,HELEMRICH & PAYNE INC,,,
10296,HELEN LORAINE HARVEY,,,
10302,HELEN LORAINE HEDRICK,,,
372153,"HELMS OIL & GAS, LLC",,,
370306,"HENDERSON & ERICKSON, INC.",,,
197315,HENDERSON & KNOWLES,,,
155453,HENRY PETROLEUM LP,,,
290682,"HERITAGE PETROLEUM, INC.",,,
289348,"HERITAGE RESOURCES, INC.",,,
208932,HERITAGE STANDARD CORPORATION,,,
10371,HERMAN J LEDBETTER,,,
192143,HERMAN L LOEB,,,
253254,HERMAN L LOEB,,,
264953,HERMAN L. LOEB LLC,1,0,Yes
10380,HERMAN V WALLIS,,,
259101,HERRERA TRUCKING LLC,,,
314298,HESS CO2 RESOURCES LLC,,,
370177,HESS CO2 RESOURCES LLC,,,
41421,HESS CORP & TEXACO PROD INC,,,
41435,HESS CORPORATION,,,
41452,HESS CORPORATION,,,
495,HESS CORPORATION,,,
124440,HESS CORPORATION,,,
245764,HESS CORPORATION,,,
30120,HESS CORPORATION - OIL,,,
10399,HEXAGON OIL & GAS INC,,,
329141,"HEXP Operating, LLC",1,0,Yes
370234,HEYCO DEVELOPMENT CORPORATION,2,2,No
172034,HI-MOUNTAIN ENERGY CORPORATION,,,
196316,HICKERSON L O,,,
10413,HICKS OIL & GAS INC,,,
10459,HIGH PLAINS PETROLEUM CORP,1,0,Yes
328985,"High River Resources Operating, LLC",,,
373955,"High Roller Logistics, LLC",,,
370154,"HIGH ROLLER WELLS, LLC",,,
272091,"HIGH SIERRA CRUDE OIL AND MARKETING, LLC",,,
262531,HIGH TECH RENTAL TOOLS,,,
158547,HIGHLAND OIL & GAS COMPANY,,,
139633,HIGHLANDS GATHERING AND PROCESSING COMPANY,,,
372171,HILCORP ENERGY COMPANY,11595,2,Yes
710529,Hilcorp San Juan L.P.,,,
712646,"HILCORP SAN JUAN, L.P.",,,
710567,"HILCORP SAN JUAN, LP",,,
10509,HILLIARD OIL & GAS INC,,,
10512,HILLIN PRODUCTION CO,,,
182818,"HILLSIDE OIL & GAS, LLC",,,
76150,HINKLE INVESTMENT CO,,,
10534,HIRAM W KEITH & DALTON HAINES,,,
10556,HIXON DEVELOPMENT CO,,,
10560,HIXON DEVELOPMENT CO.,,,
256523,"HK ENERGY OPERATING, LLC",,,
76275,HNG FOSSIL FUELS CO,,,
10585,HNG OIL CO,,,
10592,HNG OIL CO.,,,
10605,HOLCOMB OIL & GAS INC,25,3,No
10611,HOLDEN ENERGY CORP,,,
202798,HOLLIDAY DRILLING CO,,,
162359,HOLLY CORPORATION,,,
202804,HOLLY ENERGY INC,,,
282505,HOLLY ENERGY PARTNERS,,,
296080,"HOLLY ENERGY PARTNERS, LP",,,
242939,"HOLLY ENERGY PARTNERS, LP",,,
252293,HOLLY ENERGY PARTNERS-OPERATING LP,,,
288151,"HOLLY TRANSPORATON, LLC",,,
278421,"HOLLY TRANSPORTATION, LLC",,,
33479,HOLLYFRONTIER REFINING & MARKETING LLC,,,
323538,HOLLYFRONTIER TRANSPORTATION LLC,,,
160750,HOLLYHOCK CORP.,,,
10663,HONDO DRILLING CO,,,
76755,HONDO DRILLING COMPANY,,,
10689,HONDO OIL & GAS CO,,,
10691,HOPE OIL INC,,,
281895,"HOPE TRUCKING CO., LLC",,,
89397,HORACE F MCKAY JR,,,
192997,HORIZON NATURAL GAS COMPANY,,,
10727,HORIZON OIL & GAS CO,,,
370973,"HORIZON TRUCKING, LLC",,,
