County,State,Year,Population,Population Change,Total Population Change,Births,Deaths,International Immigration,Net Domestic Migration
Fayette County, Texas,1986,21743,1.8121,387,289,288,,
Fayette County, Texas,1987,21440,-1.3936,-303,288,281,,
Fayette County, Texas,1988,21074,-1.7071,-366,241,284,,
Fayette County, Texas,1989,20278,-3.7772,-796,233,282,,
Fayette County, Texas,1990,20095,-0.9025,-183,191,204,,
Fayette County, Texas,1991,19964,-0.6519,-131,200,259,,
Fayette County, Texas,1992,20383,2.0988,419,282,287,25,364
Fayette County, Texas,1993,20738,1.7416,355,251,313,40,343
Fayette County, Texas,1994,21002,1.273,264,252,314,36,256
Fayette County, Texas,1995,21264,1.2475,262,253,279,30,217
Fayette County, Texas,1996,21282,0.0847,18,264,318,43,-15
Fayette County, Texas,1997,21371,0.4182,89,256,280,49,22
Fayette County, Texas,1998,21678,1.4365,307,264,290,55,218
Fayette County, Texas,1999,21723,0.2076,45,262,291,69,83
Fayette County, Texas,2000,21804,0.3729,81,,,,
Fayette County, Texas,2001,22397,2.7197,593,279,303,66,341
Fayette County, Texas,2002,22668,1.21,271,258,344,60,125
Fayette County, Texas,2003,22910,1.0676,242,259,328,51,91
Fayette County, Texas,2004,23107,0.8599,197,251,333,47,70
Fayette County, Texas,2005,23342,1.017,235,247,338,48,99
Fayette County, Texas,2006,23631,1.2381,289,242,310,48,135
Fayette County, Texas,2007,23898,1.1299,267,269,310,44,96
Fayette County, Texas,2008,24347,1.8788,449,263,312,43,244
Fayette County, Texas,2009,24470,0.5052,123,269,295,43,66
Fayette County, Texas,2010,24554,0.3433,84,53,38,1,-9
Fayette County, Texas,2011,24749,0.7942,195,248,292,5,233
Fayette County, Texas,2012,24661,-0.3556,-88,225,280,2,-31
Fayette County, Texas,2013,24721,0.2433,60,240,345,21,147
Fayette County, Texas,2014,24782,0.2468,61,244,322,19,124
Fayette County, Texas,2015,24945,0.6577,163,264,324,11,211
Fayette County, Texas,2016,25018,0.2926,73,253,299,8,114
Fayette County, Texas,2017,25119,0.4037,101,218,323,10,196
Fayette County, Texas,2018,25278,0.633,159,240,330,5,246
Fayette County, Texas,2019,25346,0.269,68,237,291,5,118
Fisher County, Texas,1970,6344,,,,,,
Fisher County, Texas,1971,6300,-0.6936,-44,,,,
Fisher County, Texas,1972,6400,1.5873,100,,,,
Fisher County, Texas,1973,6100,-4.6875,-300,,,,
Fisher County, Texas,1974,6000,-1.6393,-100,,,,
Fisher County, Texas,1975,5900,-1.6667,-100,,,,
Fisher County, Texas,1976,6000,1.6949,100,,,,
Fisher County, Texas,1977,6100,1.6667,100,,,,
Fisher County, Texas,1978,6000,-1.6393,-100,,,,
Fisher County, Texas,1979,6000,0,0,,,,
Fisher County, Texas,1980,5891,-1.8167,-109,,,,
Fisher County, Texas,1981,5853,-0.6451,-38,,,,
Fisher County, Texas,1982,5833,-0.3417,-20,86,82,,
Fisher County, Texas,1983,5982,2.5544,149,74,81,,
Fisher County, Texas,1984,5637,-5.7673,-345,76,83,,
Fisher County, Texas,1985,5613,-0.4258,-24,79,73,,
Fisher County, Texas,1986,5320,-5.22,-293,73,65,,
Fisher County, Texas,1987,5330,0.188,10,70,72,,
Fisher County, Texas,1988,5275,-1.0319,-55,61,78,,
Fisher County, Texas,1989,4961,-5.9526,-314,52,80,,
Fisher County, Texas,1990,4842,-2.3987,-119,38,59,,
Fisher County, Texas,1991,4657,-3.8207,-185,51,66,,
Fisher County, Texas,1992,4607,-1.0737,-50,45,63,4,-49
Fisher County, Texas,1993,4554,-1.1504,-53,55,69,12,-65
Fisher County, Texas,1994,4520,-0.7466,-34,47,75,7,-22
Fisher County, Texas,1995,4594,1.6372,74,50,59,5,62
Fisher County, Texas,1996,4532,-1.3496,-62,52,47,2,-81
Fisher County, Texas,1997,4421,-2.4492,-111,40,79,7,-90
Fisher County, Texas,1998,4388,-0.7464,-33,40,74,3,-16
Fisher County, Texas,1999,4343,-1.0255,-45,41,80,3,-49
Fisher County, Texas,2000,4344,0.023,1,,,,
Fisher County, Texas,2001,4257,-2.0028,-87,29,54,4,-77
Fisher County, Texas,2002,4242,-0.3524,-15,39,58,4,-13
Fisher County, Texas,2003,4191,-1.2023,-51,26,61,3,-37
Fisher County, Texas,2004,4118,-1.7418,-73,30,63,3,-49
Fisher County, Texas,2005,4135,0.4128,17,43,51,3,1
Fisher County, Texas,2006,4098,-0.8948,-37,44,60,3,-27
Fisher County, Texas,2007,4080,-0.4392,-18,32,62,3,-22
Fisher County, Texas,2008,4065,-0.3676,-15,39,48,3,-37
Fisher County, Texas,2009,4014,-1.2546,-51,39,44,3,-41
Fisher County, Texas,2010,3974,-0.9965,-40,11,18,0,-13
Fisher County, Texas,2011,3947,-0.6794,-27,37,44,1,-7
Fisher County, Texas,2012,3838,-2.7616,-109,35,62,1,-85
Fisher County, Texas,2013,3859,0.5472,21,31,51,1,40
Fisher County, Texas,2014,3874,0.3887,15,42,54,10,17
Fisher County, Texas,2015,3877,0.0774,3,41,65,8,20
Fisher County, Texas,2016,3877,0,0,42,46,9,-5
Fisher County, Texas,2017,3874,-0.0774,-3,33,44,6,2
Fisher County, Texas,2018,3821,-1.3681,-53,39,31,6,-68
Fisher County, Texas,2019,3830,0.2355,9,36,45,6,14
Floyd County, Texas,1970,11044,,,,,,
Floyd County, Texas,1971,10800,-2.2093,-244,,,,
Floyd County, Texas,1972,10700,-0.9259,-100,,,,
Floyd County, Texas,1973,10500,-1.8692,-200,,,,
Floyd County, Texas,1974,10100,-3.8095,-400,,,,
Floyd County, Texas,1975,10400,2.9703,300,,,,
Floyd County, Texas,1976,10100,-2.8846,-300,,,,
Floyd County, Texas,1977,10000,-0.9901,-100,,,,
Floyd County, Texas,1978,9700,-3,-300,,,,
Floyd County, Texas,1979,9600,-1.0309,-100,,,,
Floyd County, Texas,1980,9834,2.4375,234,,,,
Floyd County, Texas,1981,9679,-1.5762,-155,,,,
Floyd County, Texas,1982,9526,-1.5807,-153,188,113,,
Floyd County, Texas,1983,9103,-4.4405,-423,182,101,,
Floyd County, Texas,1984,9062,-0.4504,-41,166,86,,
Floyd County, Texas,1985,8887,-1.9311,-175,155,86,,
Floyd County, Texas,1986,8466,-4.7373,-421,155,86,,
Floyd County, Texas,1987,8493,0.3189,27,156,80,,
Floyd County, Texas,1988,8475,-0.2119,-18,162,80,,
Floyd County, Texas,1989,8614,1.6401,139,168,84,,
Floyd County, Texas,1990,8497,-1.3583,-117,127,64,,
Floyd County, Texas,1991,8419,-0.918,-78,138,89,,
Floyd County, Texas,1992,8362,-0.677,-57,149,82,8,-96
Floyd County, Texas,1993,8139,-2.6668,-223,160,90,8,-268
Floyd County, Texas,1994,8043,-1.1795,-96,133,84,30,-148
Floyd County, Texas,1995,8084,0.5098,41,123,87,19,17
Floyd County, Texas,1996,8062,-0.2721,-22,149,106,24,-65
Floyd County, Texas,1997,8000,-0.769,-62,130,85,12,-92
Floyd County, Texas,1998,7985,-0.1875,-15,150,78,9,-67
Floyd County, Texas,1999,7864,-1.5153,-121,133,83,5,-147
Floyd County, Texas,2000,7771,-1.1826,-93,,,,
Floyd County, Texas,2001,7452,-4.105,-319,110,101,5,-296
Floyd County, Texas,2002,7289,-2.1873,-163,115,95,5,-184
Floyd County, Texas,2003,7364,1.0289,75,119,61,5,18
Floyd County, Texas,2004,7130,-3.1776,-234,94,69,3,-248
Floyd County, Texas,2005,6983,-2.0617,-147,115,79,5,-199
Floyd County, Texas,2006,6855,-1.833,-128,111,76,4,-166
Floyd County, Texas,2007,6683,-2.5091,-172,95,75,4,-230
Floyd County, Texas,2008,6528,-2.3193,-155,115,60,3,-210
Floyd County, Texas,2009,6508,-0.3064,-20,92,58,4,-58
Floyd County, Texas,2010,6446,-0.9527,-62,22,34,1,-32
Floyd County, Texas,2011,6368,-1.2101,-78,89,64,9,-71
Floyd County, Texas,2012,6348,-0.3141,-20,81,70,12,-43
Floyd County, Texas,2013,6245,-1.6226,-103,99,59,12,-157
Floyd County, Texas,2014,5947,-4.7718,-298,67,73,7,-308
Floyd County, Texas,2015,5843,-1.7488,-104,64,68,2,-103
Floyd County, Texas,2016,5847,0.0685,4,75,66,2,-6
Floyd County, Texas,2017,5830,-0.2907,-17,82,55,2,-47
Floyd County, Texas,2018,5783,-0.8062,-47,72,50,2,-72
Floyd County, Texas,2019,5712,-1.2277,-71,70,52,2,-91
Foard County, Texas,1970,2211,,,,,,
Foard County, Texas,1971,2400,8.5482,189,,,,
Foard County, Texas,1972,2300,-4.1667,-100,,,,
Foard County, Texas,1973,2300,0,0,,,,
Foard County, Texas,1974,2200,-4.3478,-100,,,,
Foard County, Texas,1975,2100,-4.5455,-100,,,,
Foard County, Texas,1976,2200,4.7619,100,,,,
Foard County, Texas,1977,2100,-4.5455,-100,,,,
Foard County, Texas,1978,2100,0,0,,,,
Foard County, Texas,1979,2100,0,0,,,,
Foard County, Texas,1980,2158,2.7619,58,,,,
Foard County, Texas,1981,2136,-1.0195,-22,,,,
Foard County, Texas,1982,2125,-0.515,-11,26,30,,
Foard County, Texas,1983,2077,-2.2588,-48,36,32,,
Foard County, Texas,1984,2038,-1.8777,-39,33,40,,
Foard County, Texas,1985,2062,1.1776,24,32,46,,
Foard County, Texas,1986,2016,-2.2308,-46,32,43,,
Foard County, Texas,1987,1943,-3.621,-73,22,34,,
Foard County, Texas,1988,1971,1.4411,28,20,26,,
Foard County, Texas,1989,1823,-7.5089,-148,23,33,,
Foard County, Texas,1990,1794,-1.5908,-29,14,30,,
Foard County, Texas,1991,1741,-2.9543,-53,19,26,,
Foard County, Texas,1992,1700,-2.355,-41,26,38,1,-31
Foard County, Texas,1993,1680,-1.1765,-20,22,39,2,-6
Foard County, Texas,1994,1672,-0.4762,-8,30,31,1,-9
Foard County, Texas,1995,1712,2.3923,40,23,20,1,37
Foard County, Texas,1996,1725,0.7593,13,23,29,1,17
Foard County, Texas,1997,1712,-0.7536,-13,19,26,1,-9
Foard County, Texas,1998,1686,-1.5187,-26,19,23,1,-22
Foard County, Texas,1999,1653,-1.9573,-33,20,26,1,-41
Foard County, Texas,2000,1622,-1.8754,-31,,,,
Foard County, Texas,2001,1606,-0.9864,-16,13,20,1,21
Foard County, Texas,2002,1536,-4.3587,-70,15,11,1,-76
Foard County, Texas,2003,1513,-1.4974,-23,15,16,1,-22
Foard County, Texas,2004,1492,-1.388,-21,13,27,0,-5
Foard County, Texas,2005,1439,-3.5523,-53,11,10,1,-52
Foard County, Texas,2006,1432,-0.4864,-7,14,17,0,-1
Foard County, Texas,2007,1383,-3.4218,-49,11,22,1,-46
Foard County, Texas,2008,1334,-3.543,-49,11,15,0,-35
Foard County, Texas,2009,1321,-0.9745,-13,12,10,1,-29
Foard County, Texas,2010,1336,1.1355,15,3,3,0,7
Foard County, Texas,2011,1361,1.8713,25,18,19,0,18
Foard County, Texas,2012,1310,-3.7472,-51,15,15,1,-55
Foard County, Texas,2013,1286,-1.8321,-24,14,23,1,-15
Foard County, Texas,2014,1275,-0.8554,-11,5,28,0,11
Foard County, Texas,2015,1225,-3.9216,-50,10,21,0,-39
Foard County, Texas,2016,1200,-2.0408,-25,11,22,0,-15
Foard County, Texas,2017,1202,0.1667,2,11,20,0,12
Foard County, Texas,2018,1191,-0.9151,-11,8,17,0,-2
Foard County, Texas,2019,1155,-3.0227,-36,6,12,0,-31
Fort Bend County, Texas,1970,52314,,,,,,
Fort Bend County, Texas,1971,56400,7.8105,4086,,,,
Fort Bend County, Texas,1972,61400,8.8652,5000,,,,
Fort Bend County, Texas,1973,70000,14.0065,8600,,,,
Fort Bend County, Texas,1974,73600,5.1429,3600,,,,
Fort Bend County, Texas,1975,80600,9.5109,7000,,,,
Fort Bend County, Texas,1976,86400,7.196,5800,,,,
Fort Bend County, Texas,1977,96300,11.4583,9900,,,,
Fort Bend County, Texas,1978,106900,11.0073,10600,,,,
Fort Bend County, Texas,1979,118600,10.9448,11700,,,,
Fort Bend County, Texas,1980,130962,10.4233,12362,,,,
Fort Bend County, Texas,1981,142092,8.4986,11130,,,,
Fort Bend County, Texas,1982,157335,10.7276,15243,3374,642,,
Fort Bend County, Texas,1983,172517,9.6495,15182,3672,689,,
Fort Bend County, Texas,1984,182145,5.5809,9628,3856,716,,
Fort Bend County, Texas,1985,191195,4.9686,9050,3929,715,,
Fort Bend County, Texas,1986,195440,2.2202,4245,3927,739,,
Fort Bend County, Texas,1987,197373,0.9891,1933,3891,735,,
Fort Bend County, Texas,1988,202503,2.5991,5130,3885,762,,
Fort Bend County, Texas,1989,214217,5.7846,11714,3937,843,,
Fort Bend County, Texas,1990,225421,5.2302,11204,2969,660,,
Fort Bend County, Texas,1991,240604,6.7354,15183,4110,867,,
Fort Bend County, Texas,1992,253352,5.2983,12748,4149,912,1540,8939
Fort Bend County, Texas,1993,264940,4.5739,11588,4173,1003,1488,8157
Fort Bend County, Texas,1994,275507,3.9885,10567,3992,1047,1317,7581
Fort Bend County, Texas,1995,286309,3.9208,10802,4041,1037,1201,7748
Fort Bend County, Texas,1996,299863,4.734,13554,4181,1196,1672,10221
Fort Bend County, Texas,1997,312547,4.2299,12684,4332,1204,1656,9175
Fort Bend County, Texas,1998,327990,4.941,15443,4432,1263,1537,11779
Fort Bend County, Texas,1999,343372,4.6898,15382,4446,1218,1487,11747
Fort Bend County, Texas,2000,354452,3.2268,11080,,,,
Fort Bend County, Texas,2001,375708,5.9969,21256,5290,1465,1904,10285
Fort Bend County, Texas,2002,397943,5.9182,22235,5366,1597,1815,15322
Fort Bend County, Texas,2003,418747,5.2279,20804,5900,1598,1598,12819
Fort Bend County, Texas,2004,441139,5.3474,22392,6020,1689,1469,15714
Fort Bend County, Texas,2005,462953,4.9449,21814,6377,1716,1550,14073
Fort Bend County, Texas,2006,490916,6.0401,27963,6852,1892,1549,19646
Fort Bend County, Texas,2007,516564,5.2245,25648,7261,1938,1388,16701
Fort Bend County, Texas,2008,542957,5.1093,26393,7599,2116,1347,17187
Fort Bend County, Texas,2009,569130,4.8205,26173,7967,2184,1335,16988
Fort Bend County, Texas,2010,585375,2.8544,16245,1936,652,696,3335
Fort Bend County, Texas,2011,606064,3.5343,20689,7733,2329,3051,7324
Fort Bend County, Texas,2012,624824,3.0954,18760,7903,2360,3491,9558
Fort Bend County, Texas,2013,651847,4.3249,27023,8142,2569,4040,17010
Fort Bend County, Texas,2014,684048,4.94,32201,9091,2720,5469,19844
Fort Bend County, Texas,2015,715331,4.5732,31283,9655,2947,6408,17947
Fort Bend County, Texas,2016,744160,4.0302,28829,9945,3034,5984,15891
Fort Bend County, Texas,2017,767712,3.1649,23552,9832,3187,6051,10867
Fort Bend County, Texas,2018,788081,2.6532,20369,9511,3639,4463,10051
Fort Bend County, Texas,2019,811688,2.9955,23607,9532,3762,4360,13487
Franklin County, Texas,1970,5291,,,,,,
Franklin County, Texas,1971,5500,3.9501,209,,,,
Franklin County, Texas,1972,5700,3.6364,200,,,,
Franklin County, Texas,1973,5500,-3.5088,-200,,,,
Franklin County, Texas,1974,5600,1.8182,100,,,,
Franklin County, Texas,1975,6000,7.1429,400,,,,
Franklin County, Texas,1976,6000,0,0,,,,
Franklin County, Texas,1977,6200,3.3333,200,,,,
Franklin County, Texas,1978,6400,3.2258,200,,,,
Franklin County, Texas,1979,6700,4.6875,300,,,,
Franklin County, Texas,1980,6893,2.8806,193,,,,
Franklin County, Texas,1981,7144,3.6414,251,,,,
Franklin County, Texas,1982,7259,1.6097,115,104,96,,
Franklin County, Texas,1983,7415,2.1491,156,103,89,,
Franklin County, Texas,1984,7511,1.2947,96,85,86,,
Franklin County, Texas,1985,7541,0.3994,30,93,96,,
Franklin County, Texas,1986,7717,2.3339,176,93,90,,
Franklin County, Texas,1987,7685,-0.4147,-32,84,93,,
Franklin County, Texas,1988,7608,-1.002,-77,86,103,,
Franklin County, Texas,1989,7619,0.1446,11,82,96,,
Franklin County, Texas,1990,7802,2.4019,183,64,68,,
Franklin County, Texas,1991,7865,0.8075,63,98,81,,
Franklin County, Texas,1992,7904,0.4959,39,97,109,6,86
Franklin County, Texas,1993,8229,4.1118,325,95,105,14,375
Franklin County, Texas,1994,8464,2.8558,235,76,94,8,298
Franklin County, Texas,1995,8744,3.3081,280,79,105,15,347
Franklin County, Texas,1996,9015,3.0993,271,69,101,22,339
Franklin County, Texas,1997,9210,2.1631,195,103,107,15,238
Franklin County, Texas,1998,9325,1.2486,115,96,108,24,171
Franklin County, Texas,1999,9421,1.0295,96,105,109,28,180
Franklin County, Texas,2000,9458,0.3927,37,,,,
Franklin County, Texas,2001,9521,0.6661,63,116,104,24,101
Franklin County, Texas,2002,9536,0.1575,15,103,111,23,24
Franklin County, Texas,2003,9597,0.6397,61,100,106,19,71
Franklin County, Texas,2004,9731,1.3963,134,120,125,19,159
Franklin County, Texas,2005,10745,10.4203,1014,131,93,19,999
Franklin County, Texas,2006,10755,0.0931,10,124,107,19,11
Franklin County, Texas,2007,10799,0.4091,44,143,119,18,45
Franklin County, Texas,2008,10604,-1.8057,-195,133,112,18,-216
Franklin County, Texas,2009,10601,-0.0283,-3,135,115,18,-61
Franklin County, Texas,2010,10605,0.0377,4,25,24,3,2
Franklin County, Texas,2011,10562,-0.4055,-43,114,107,10,-63
Franklin County, Texas,2012,10637,0.7101,75,104,112,-1,83
Franklin County, Texas,2013,10615,-0.2068,-22,103,110,-1,-11
Franklin County, Texas,2014,10563,-0.4899,-52,101,105,-6,-40
Franklin County, Texas,2015,10603,0.3787,40,111,127,-2,57
Franklin County, Texas,2016,10677,0.6979,74,116,114,3,70
Franklin County, Texas,2017,10798,1.1333,121,115,114,0,118
Franklin County, Texas,2018,10778,-0.1852,-20,110,127,0,-2
Franklin County, Texas,2019,10725,-0.4917,-53,115,135,0,-32
Freestone County, Texas,1970,11116,,,,,,
Freestone County, Texas,1971,11700,5.2537,584,,,,
Freestone County, Texas,1972,12200,4.2735,500,,,,
Freestone County, Texas,1973,12600,3.2787,400,,,,
Freestone County, Texas,1974,12900,2.381,300,,,,
Freestone County, Texas,1975,13300,3.1008,400,,,,
Freestone County, Texas,1976,13100,-1.5038,-200,,,,
Freestone County, Texas,1977,13500,3.0534,400,,,,
Freestone County, Texas,1978,13900,2.963,400,,,,
Freestone County, Texas,1979,14400,3.5971,500,,,,
Freestone County, Texas,1980,14830,2.9861,430,,,,
Freestone County, Texas,1981,15418,3.9649,588,,,,
Freestone County, Texas,1982,15825,2.6398,407,215,191,,
Freestone County, Texas,1983,16546,4.5561,721,216,208,,
Freestone County, Texas,1984,16865,1.928,319,220,209,,
Freestone County, Texas,1985,17123,1.5298,258,220,186,,
Freestone County, Texas,1986,17246,0.7183,123,226,187,,
Freestone County, Texas,1987,16782,-2.6905,-464,217,198,,
Freestone County, Texas,1988,16379,-2.4014,-403,202,206,,
Freestone County, Texas,1989,15960,-2.5582,-419,201,207,,
Freestone County, Texas,1990,15818,-0.8897,-142,149,150,,
Freestone County, Texas,1991,15750,-0.4299,-68,173,210,,
Freestone County, Texas,1992,15700,-0.3175,-50,180,201,9,-38
Freestone County, Texas,1993,16649,6.0446,949,180,233,15,987
Freestone County, Texas,1994,16705,0.3364,56,177,230,7,105
Freestone County, Texas,1995,17366,3.9569,661,198,193,11,633
Freestone County, Texas,1996,17495,0.7428,129,184,217,15,142
Freestone County, Texas,1997,17592,0.5544,97,190,194,19,79
Freestone County, Texas,1998,17710,0.6708,118,192,207,15,117
Freestone County, Texas,1999,17761,0.288,51,195,203,33,-16
Freestone County, Texas,2000,17867,0.5968,106,,,,
Freestone County, Texas,2001,18127,1.4552,260,220,225,29,173
Freestone County, Texas,2002,18395,1.4785,268,213,216,27,207
Freestone County, Texas,2003,18483,0.4784,88,212,244,24,49
Freestone County, Texas,2004,18684,1.0875,201,211,220,26,153
Freestone County, Texas,2005,18843,0.851,159,223,225,26,93
Freestone County, Texas,2006,19123,1.486,280,247,197,25,167
Freestone County, Texas,2007,19162,0.2039,39,232,192,24,-51
Freestone County, Texas,2008,19446,1.4821,284,253,194,24,175
Freestone County, Texas,2009,19743,1.5273,297,255,200,24,228
Freestone County, Texas,2010,19816,0.3698,73,54,62,0,-5
Freestone County, Texas,2011,19602,-1.0799,-214,230,203,-2,-226
Freestone County, Texas,2012,19484,-0.602,-118,216,232,1,-102
Freestone County, Texas,2013,19597,0.58,113,246,217,5,83
Freestone County, Texas,2014,19677,0.4082,80,196,236,21,104
Freestone County, Texas,2015,19746,0.3507,69,218,219,20,52
Freestone County, Texas,2016,19669,-0.39,-77,212,201,26,-113
Freestone County, Texas,2017,19649,-0.1017,-20,215,188,15,-62
Freestone County, Texas,2018,19789,0.7125,140,213,215,13,129
Freestone County, Texas,2019,19717,-0.3638,-72,219,223,13,-79
Frio County, Texas,1970,11159,,,,,,
Frio County, Texas,1971,11200,0.3674,41,,,,
Frio County, Texas,1972,11300,0.8929,100,,,,
Frio County, Texas,1973,11700,3.5398,400,,,,
Frio County, Texas,1974,11800,0.8547,100,,,,
Frio County, Texas,1975,13600,15.2542,1800,,,,
Frio County, Texas,1976,13500,-0.7353,-100,,,,
Frio County, Texas,1977,14000,3.7037,500,,,,
Frio County, Texas,1978,13900,-0.7143,-100,,,,
Frio County, Texas,1979,13800,-0.7194,-100,,,,
Frio County, Texas,1980,13785,-0.1087,-15,,,,
Frio County, Texas,1981,13777,-0.058,-8,,,,
Frio County, Texas,1982,14155,2.7437,378,297,104,,
Frio County, Texas,1983,14141,-0.0989,-14,293,102,,
Frio County, Texas,1984,13967,-1.2305,-174,278,108,,
Frio County, Texas,1985,13893,-0.5298,-74,270,107,,
Frio County, Texas,1986,13596,-2.1378,-297,274,102,,
Frio County, Texas,1987,13660,0.4707,64,278,95,,
Frio County, Texas,1988,13435,-1.6471,-225,254,100,,
